#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1548685935779967323,0.7868204742,-0.5401711391,0.0559057537,9.4241863687,-0.1122667498,0.9431329804
1548685935784946323,0.7725088098,-0.5180750465,0.0635314414,9.5079057186,-0.2058958331,0.8294749111
1548685935789925323,0.7518984690,-0.5052184344,0.0688034370,9.6370727156,-0.2345778345,0.7925525152
1548685935794905323,0.7315371900,-0.4912163410,0.0756832025,9.7351439541,-0.2356591283,0.6587459849
1548685935799883323,0.7104638788,-0.4901789384,0.0804316050,9.8009234434,-0.2283682314,0.5312389943
1548685935804862323,0.6843383181,-0.4995595438,0.0884542971,9.8870347747,-0.1982202541,0.4515133148
1548685935809841323,0.6635760268,-0.5089448063,0.1015309306,9.9635781804,-0.1957229050,0.3355838300
1548685935814820323,0.6408863177,-0.5235291755,0.1148970597,9.8882307654,-0.1489494744,0.2287472914
1548685935819799323,0.6177072169,-0.5409883764,0.1263904134,9.8511550533,-0.0829020113,0.2175127564
1548685935824779323,0.5988688080,-0.5569668904,0.1340858023,9.8057074062,-0.0012428492,0.1759085293
1548685935829757323,0.5844133940,-0.5694918122,0.1463040721,9.7016562142,0.0803443685,0.1456538752
1548685935834737323,0.5728523432,-0.5768105299,0.1576873937,9.6023889850,0.1835678888,0.2196632087
1548685935839715323,0.5692384585,-0.5765612306,0.1620145664,9.5449814307,0.2471870105,0.1723651327
1548685935844695323,0.5692676132,-0.5768771956,0.1671156104,9.4959458115,0.3048079573,0.1319882752
1548685935849674323,0.5722278315,-0.5829552139,0.1738062950,9.4911618486,0.3204240611,0.0968804708
1548685935854653323,0.5814634793,-0.5858129596,0.1764121750,9.3918946194,0.3130920531,0.0501711836
1548685935859631323,0.5933845177,-0.5886766747,0.1822161866,9.2172799753,0.3284996652,0.0619258866
1548685935864610323,0.6108266275,-0.5834062473,0.1809849162,9.0881129783,0.3367529277,0.1809145523
1548685935869590323,0.6284601560,-0.5688788001,0.1741066817,8.9565539998,0.3065491569,0.2108508412
1548685935874568323,0.6453843406,-0.5572490766,0.1693847680,8.9374181484,0.3269544037,0.2310355697
1548685935879548323,0.6630086177,-0.5447265757,0.1600919035,8.9565539998,0.3137593000,0.2530518114
1548685935884526323,0.6835296868,-0.5373575004,0.1464820214,8.9936297119,0.3186115779,0.2443390696
1548685935889506323,0.7028324445,-0.5343034929,0.1302014704,8.9685139069,0.3522280793,0.2681188294
1548685935894484323,0.7248028470,-0.5306628477,0.1141655004,8.9158903156,0.4302733603,0.3461879975
1548685935899464323,0.7455376216,-0.5252787394,0.0946488209,8.9039304084,0.4759229177,0.3850252466
1548685935904443323,0.7664880222,-0.5256215869,0.0681543635,8.9457900834,0.4927979739,0.3750719110
1548685935909421323,0.7898911308,-0.5320226989,0.0443278875,9.0402733497,0.4784936795,0.4136458515
1548685935914400323,0.8106515698,-0.5401854682,0.0242846808,9.0905049597,0.5001857755,0.4692259879
1548685935919380323,0.8374847466,-0.5589772897,0.0020486737,9.1395405789,0.5723474053,0.4110963461
1548685935924359323,0.8625913562,-0.5774604689,-0.0252734606,9.1192087368,0.6215917565,0.5028003178
1548685935929338323,0.8874457186,-0.5913319997,-0.0525970049,9.0917009504,0.6780374414,0.4879209173
1548685935934316323,0.9200703779,-0.6109344666,-0.0802527782,9.0988768947,0.7249121813,0.4690542790
1548685935939296323,0.9541658780,-0.6302583838,-0.1049684507,9.1132287832,0.7597788256,0.3973393772
1548685935944275323,0.9921388283,-0.6512894980,-0.1307907482,9.1239926997,0.7489768251,0.3385803928
1548685935949254323,1.0264675193,-0.6711787611,-0.1573873595,9.1072488297,0.7369393643,0.3059873064
1548685935954233323,1.0613205741,-0.6919672222,-0.1772759601,9.0414693404,0.6455301306,0.2482923742
1548685935959212323,1.0973964472,-0.7084449847,-0.1936884987,8.9326341855,0.4963868947,0.1220334177
1548685935964191323,1.1279240820,-0.7195085558,-0.2028076925,8.8393469099,0.3100103398,0.1104575113
1548685935969170323,1.1574797108,-0.7225186599,-0.2092399156,8.7149638757,0.1332091345,0.1086814347
1548685935974149323,1.1766032720,-0.7160746283,-0.2129031671,8.6587523122,-0.0579286667,-0.0370409033
1548685935979128323,1.1867421673,-0.7093693585,-0.2186355090,8.6228725908,-0.2250076972,-0.0552658043
1548685935984107323,1.1947028548,-0.7018144491,-0.2232754787,8.6432044329,-0.3283281220,-0.1364052143
1548685935989086323,1.1982686752,-0.6928106876,-0.2327105560,8.6922400522,-0.4207980941,-0.2519353927
1548685935994065323,1.1947975692,-0.6844080247,-0.2431572501,8.6707122193,-0.4472617142,-0.3208008854
1548685935999044323,1.1879220142,-0.6757229756,-0.2551851181,8.7077879315,-0.5145108677,-0.3810763728
1548685936004023323,1.1798012072,-0.6649974316,-0.2723047031,8.7436676529,-0.5565259885,-0.5105077528
1548685936009002323,1.1677802680,-0.6574336378,-0.2942201165,8.7831353464,-0.5853181088,-0.5989609130
1548685936013981323,1.1479804809,-0.6493092562,-0.3192893539,8.7819393557,-0.5624874571,-0.5520584405
1548685936018960323,1.1276700886,-0.6382850995,-0.3478465790,8.7699794485,-0.5144345186,-0.5847321377
1548685936023939323,1.1085896875,-0.6313005584,-0.3748005746,8.7687834578,-0.4687717470,-0.6269303538
1548685936028918323,1.0895066545,-0.6266150825,-0.4030951213,8.8249950214,-0.4314503329,-0.5972263488
1548685936033897323,1.0699449835,-0.6228009484,-0.4305793492,8.8357589378,-0.4025965460,-0.6466170912
1548685936038877323,1.0511753198,-0.6268142028,-0.4494731355,8.8058591699,-0.4507008733,-0.6602647935
1548685936043855323,1.0285781564,-0.6314702995,-0.4592045959,8.8333669563,-0.5347854402,-0.7075102367
1548685936048835323,1.0079622019,-0.6407613063,-0.4633118117,8.7305117550,-0.5961979266,-0.7600182588
1548685936053813323,0.9854461656,-0.6454960486,-0.4585461972,8.5822089066,-0.6312290150,-0.7075787806
1548685936058792323,0.9600390191,-0.6442197670,-0.4481219073,8.4219461510,-0.7227542406,-0.6491002923
1548685936063772323,0.9319875200,-0.6389494694,-0.4320395239,8.2557034419,-0.8178918790,-0.6514989888
1548685936068750323,0.9005840640,-0.6305706510,-0.4070704179,8.1181645098,-0.9202044226,-0.7175913471
1548685936073729323,0.8652976227,-0.6164514406,-0.3804608565,8.0511890299,-0.9827745519,-0.7354191495
1548685936078708323,0.8295561178,-0.5980477877,-0.3468702798,7.9459418471,-1.0465933559,-0.8500258752
1548685936083687323,0.7885112005,-0.5817114184,-0.3083989144,7.8921222650,-1.0839118335,-0.8469380732
1548685936088666323,0.7474706999,-0.5625023098,-0.2680505117,7.8107948965,-1.1056421040,-0.9231957292
1548685936093645323,0.7044977659,-0.5418702979,-0.2258069174,7.7474073887,-1.1069216119,-1.0266660831
1548685936098624323,0.6610117866,-0.5171853372,-0.1870521961,7.7210955930,-1.0961386987,-1.1212665192
1548685936103603323,0.6160757170,-0.4933744463,-0.1477470963,7.7497993702,-1.0949017702,-1.2130975485
1548685936108582323,0.5686925649,-0.4704155944,-0.1127154525,7.6899998345,-1.0601261575,-1.3037307455
1548685936113561323,0.5253755482,-0.4485353325,-0.0881892595,7.6983717695,-0.9651823283,-1.3085583988
1548685936118540323,0.4848948676,-0.4202418062,-0.0744320808,7.6684720017,-0.8402432201,-1.2624631192
1548685936123520323,0.4467864795,-0.3918868447,-0.0700924640,7.6888038438,-0.7380745652,-1.2311143392
1548685936128498323,0.4152139802,-0.3680959431,-0.0695653431,7.7665432401,-0.7103402468,-1.1747384211
1548685936133478323,0.3863345641,-0.3500725100,-0.0666410575,7.8287347572,-0.7391044703,-1.1544774004
1548685936138457323,0.3606340081,-0.3346505077,-0.0599839817,7.8299307479,-0.8172128861,-1.2083995106
1548685936143436323,0.3347231129,-0.3287548854,-0.0511697569,7.8693984415,-0.9157030568,-1.1374019428
1548685936148415323,0.3027564127,-0.3251932197,-0.0420320233,7.6923918159,-0.9880217896,-1.0704940299
1548685936153394323,0.2756311034,-0.3233287409,-0.0350832959,7.5177771718,-1.0687494195,-0.9321062379
1548685936158373323,0.2463277329,-0.3157238293,-0.0251667081,7.3156547413,-1.1086533413,-0.7640464244
1548685936163351323,0.2165049800,-0.3031967196,-0.0195450502,7.2175835028,-1.1147821906,-0.6196873419
1548685936168331323,0.1883360713,-0.2906200514,-0.0217237752,7.1553919857,-1.0547740134,-0.6270610635
1548685936173310323,0.1599423195,-0.2849663841,-0.0233581292,7.1302761807,-1.0403845604,-0.5845195687
1548685936178288323,0.1356775647,-0.2824661603,-0.0250262751,7.0656926822,-1.0080182019,-0.5695798913
1548685936183268323,0.1155351423,-0.2813867068,-0.0272664695,6.9544655459,-0.9444651515,-0.5633907902
1548685936188247323,0.0994960413,-0.2791202752,-0.0324968834,6.8276905303,-0.8713176642,-0.5312015969
1548685936193226323,0.0887801658,-0.2742303627,-0.0388500276,6.7367952361,-0.7728906283,-0.5252985846
1548685936198205323,0.0802396403,-0.2652963839,-0.0449569845,6.6470959326,-0.6143775979,-0.5018427652
1548685936203183323,0.0791664682,-0.2505276971,-0.0578460362,6.5382607777,-0.4342576302,-0.4242058108
1548685936208163323,0.0838481235,-0.2270399527,-0.0791152650,6.5418487498,-0.2239573836,-0.4794067340
1548685936213142323,0.0928810774,-0.2049588249,-0.1033748526,6.6698197561,-0.0171095105,-0.5363022912
1548685936218120323,0.1080218879,-0.1923899856,-0.1231165170,6.8839020938,0.0804902391,-0.6283403879
1548685936223100323,0.1292640824,-0.1841485226,-0.1375388489,7.0142650815,0.1623652342,-0.7461961521
1548685936228079323,0.1536866845,-0.1799485010,-0.1484957485,7.1231002364,0.2105664661,-0.8590606300
1548685936233058323,0.1776627065,-0.1832680463,-0.1554156669,7.1805077907,0.2767299210,-0.9079244522
1548685936238037323,0.2009168011,-0.1906239250,-0.1628630227,7.1458240600,0.2911076280,-0.9461412641
1548685936243015323,0.2234529669,-0.1954028653,-0.1676213340,7.1147283014,0.3259184786,-0.9574493099
1548685936247994323,0.2474547660,-0.1967334848,-0.1691735146,7.0214410258,0.3858884812,-0.9561930386
1548685936252974323,0.2685421179,-0.1951951800,-0.1704338723,6.9257617687,0.4194183558,-0.9677926911
1548685936257953323,0.2913340211,-0.1913548562,-0.1695632025,6.7846348646,0.4528924368,-0.9940127194
1548685936262932323,0.3102712014,-0.1823769424,-0.1622192764,6.6829756540,0.4695913027,-0.9891143367
1548685936267911323,0.3289571284,-0.1621711957,-0.1521972070,6.5167329448,0.4633787631,-0.9798128158
1548685936272890323,0.3493395302,-0.1408064089,-0.1419224752,6.3528822171,0.4703877558,-0.9517904812
1548685936277869323,0.3699529766,-0.1090722079,-0.1297785911,6.1974034244,0.4509698346,-0.8746388751
1548685936282848323,0.3874017504,-0.0672700754,-0.1160039642,6.0203967988,0.4207102703,-0.8100863411
1548685936287827323,0.4053202948,-0.0196970696,-0.1027749541,5.9295015046,0.4145902305,-0.8088457399
1548685936292806323,0.4218006322,0.0313058781,-0.0852403843,5.8828578668,0.4121295877,-0.7425604620
1548685936297785323,0.4394867424,0.0840467296,-0.0682547259,5.8182743683,0.3567725379,-0.6467095707
1548685936302764323,0.4600796073,0.1396801559,-0.0507599235,5.8134904054,0.3868089280,-0.6314121490
1548685936307743323,0.4772810701,0.1915554914,-0.0340378036,5.8326262568,0.4324966600,-0.6539584152
1548685936312721323,0.4957058596,0.2411238845,-0.0162507106,5.8780739040,0.4457710493,-0.5994832099
1548685936317701323,0.5175222320,0.2886961514,0.0001657763,5.9366774489,0.4542548273,-0.5569091157
1548685936322680323,0.5381559206,0.3264524733,0.0182112286,5.9821250960,0.4795461219,-0.5633966156
1548685936327663323,0.5582957556,0.3598997785,0.0330426903,6.0562765202,0.4892506777,-0.5397915820
1548685936332639323,0.5791623416,0.3873091680,0.0454562274,6.0670404366,0.5205078456,-0.5422909204
1548685936337617323,0.5988299097,0.4083708718,0.0578852882,6.0801963345,0.5493645690,-0.5846804667
1548685936342596323,0.6184500578,0.4277523328,0.0611878890,6.0455126038,0.5949862296,-0.6275944871
1548685936347575323,0.6392591704,0.4483125876,0.0607204488,6.0849802973,0.6262786356,-0.6679987239
1548685936352554323,0.6546797560,0.4694773886,0.0509031950,6.1316239352,0.6587815415,-0.6428522616
1548685936357533323,0.6749200442,0.4906922400,0.0356740350,6.2117553129,0.6720985102,-0.7248367137
1548685936362512323,0.6895762185,0.5116020192,0.0191517867,6.3648421242,0.6158069917,-0.8089701157
1548685936367491323,0.7006186438,0.5284454350,0.0053492447,6.4868331770,0.5474603935,-0.8293723220
1548685936372470323,0.7128902584,0.5380852895,-0.0081899551,6.5992563040,0.4382445714,-0.8848026457
1548685936377449323,0.7229903298,0.5468421104,-0.0200985262,6.7320112732,0.3350621623,-0.9616130765
1548685936382429323,0.7258326301,0.5546881036,-0.0292578610,6.7547350967,0.2521734129,-0.8868743622
1548685936387407323,0.7279684556,0.5639491230,-0.0341164798,6.7738709482,0.1837005450,-0.8460871472
1548685936392386323,0.7262030305,0.5769543266,-0.0413600594,6.8312785024,0.1008543749,-0.7518921242
1548685936397366323,0.7225000550,0.5916750961,-0.0475140618,6.9341337037,0.0252741415,-0.7509302189
1548685936402345323,0.7178757585,0.5982888811,-0.0480155923,7.0393808865,-0.0478997743,-0.7253832258
1548685936407324323,0.7103836216,0.5970814319,-0.0439216820,7.1338641528,-0.1859781928,-0.7008451736
1548685936412303323,0.6985343123,0.5929707619,-0.0395187368,7.1864877442,-0.2243676865,-0.6933465674
1548685936417281323,0.6811476428,0.5827556545,-0.0302297738,7.2355233635,-0.2747784902,-0.6283532471
1548685936422261323,0.6649508754,0.5725676236,-0.0249784308,7.2319353913,-0.2615642992,-0.5837603052
1548685936427239323,0.6518743311,0.5612735157,-0.0259285851,7.2211714749,-0.2207200356,-0.5156306154
1548685936432219323,0.6349191618,0.5508246375,-0.0263083792,7.2522672335,-0.1882362169,-0.5242689227
1548685936437198323,0.6186944145,0.5418145390,-0.0256218154,7.3144587505,-0.1388905563,-0.5509199381
1548685936442177323,0.6044099850,0.5290722771,-0.0262917440,7.3503384719,-0.0583332436,-0.5397066683
1548685936447156323,0.5927949398,0.5189288813,-0.0256447832,7.3443585184,-0.0066678923,-0.4798510672
1548685936452135323,0.5797193443,0.5156895122,-0.0233795620,7.3204387041,0.0221433152,-0.4560863790
1548685936457114323,0.5680947314,0.5136110499,-0.0213964762,7.3048908248,0.0209225374,-0.4558741263
1548685936462093323,0.5545364199,0.5149706320,-0.0169828192,7.3575144162,-0.0030466700,-0.4202440035
1548685936467072323,0.5417130375,0.5177646247,-0.0106974112,7.3407705462,-0.0523365370,-0.3285636910
1548685936472051323,0.5271920619,0.5263055117,-0.0022537979,7.4017660726,-0.0762954666,-0.3118045002
1548685936477030323,0.5109477158,0.5386043670,0.0029802830,7.5237571254,-0.0785490860,-0.3076053327
1548685936482009323,0.4940317657,0.5422148716,0.0149390047,7.6923918159,-0.0867538962,-0.3532770806
1548685936486988323,0.4793278207,0.5403397396,0.0301043249,7.8335187201,-0.1214296677,-0.2977492319
1548685936491967323,0.4644290345,0.5329510330,0.0517191252,7.9973694478,-0.1380521846,-0.3714888224
1548685936496946323,0.4500327771,0.5215195725,0.0749435481,8.0978326677,-0.1499457567,-0.4783622768
1548685936501925323,0.4339314488,0.5051972780,0.0949650778,8.2138437669,-0.1161560016,-0.4436110174
1548685936506904323,0.4195323675,0.4880145132,0.1155092834,8.2317836276,-0.1005120010,-0.4590994787
1548685936511883323,0.4060944592,0.4728583560,0.1352380228,8.2413515533,-0.0728613729,-0.4568923878
1548685936516862323,0.3962720394,0.4637807906,0.1533193643,8.2736433026,-0.1136792079,-0.4350484013
1548685936521841323,0.3844949786,0.4552845507,0.1690011317,8.2317836276,-0.1593948367,-0.3875740593
1548685936526820323,0.3702496215,0.4517108785,0.1787942308,8.2401555626,-0.2002420367,-0.3454748955
1548685936531799323,0.3538172796,0.4510092689,0.1888727598,8.2222157019,-0.2303063236,-0.3135705320
1548685936536778323,0.3388051728,0.4546630960,0.1943712895,8.2341756090,-0.2723508095,-0.2316617536
1548685936541757323,0.3210885740,0.4638077494,0.1953251610,8.2736433026,-0.2470668561,-0.1571790021
1548685936546736323,0.3053026801,0.4787237273,0.1967944873,8.3585586432,-0.1916848461,-0.1114586917
1548685936551715323,0.2928886578,0.4974167291,0.1955464595,8.4984895566,-0.1134031766,-0.0606326880
1548685936556694323,0.2824075883,0.5172756428,0.1934751058,8.7041999593,-0.0590745637,-0.0106972146
1548685936561673323,0.2765393161,0.5331212377,0.1908294334,9.0319014147,-0.0694874775,0.0598656460
1548685936566652323,0.2709220711,0.5449317709,0.1881847284,9.3512309352,-0.0763055974,0.0097947557
1548685936571632323,0.2673182738,0.5397049517,0.1922476417,9.6346807342,-0.1456556722,-0.0796292354
1548685936576610323,0.2681414466,0.5249425008,0.2037965026,9.9288944497,-0.1693282927,-0.0777722204
1548685936581589323,0.2682658824,0.5043950229,0.2183092904,10.1059010752,-0.1643042294,-0.0930816668
1548685936586568323,0.2723016111,0.4760657968,0.2354786016,10.2231081651,-0.0764369324,-0.0888403810
1548685936591547323,0.2765753654,0.4463034317,0.2513045667,10.2398520351,0.0125087219,0.0257940319
1548685936596526323,0.2881072747,0.4243563722,0.2670606275,10.2302841094,0.1554981483,0.0985704454
1548685936601506323,0.3049785061,0.3995508496,0.2825035558,10.2829077008,0.3105808291,0.1001579708
1548685936606484323,0.3281254947,0.3771021758,0.2935938791,10.2781237379,0.4788116295,0.1412105903
1548685936611463323,0.3597103515,0.3616426551,0.2984296272,10.1991883509,0.6541615414,0.2489210034
1548685936616442323,0.3946691470,0.3511089629,0.3013525291,10.1322128709,0.8223159928,0.4209467570
1548685936621421323,0.4375792430,0.3504408966,0.2988282978,10.1561326852,0.9833718881,0.5929075973
1548685936626400323,0.4865047723,0.3555983487,0.2900716861,10.2039723137,1.1384486958,0.7199964897
1548685936631380323,0.5348782403,0.3634080617,0.2703103063,10.4001147907,1.2035807774,0.7724042201
1548685936636358323,0.5878357689,0.3637798885,0.2435341191,10.6010412305,1.2182477300,0.7485601379
1548685936641337323,0.6381248961,0.3589625778,0.2146376414,10.8462193267,1.0935729071,0.8554462051
1548685936646316323,0.6862372613,0.3472255485,0.1841548676,11.0722615715,0.9544543058,0.9121879013
1548685936651295323,0.7275990833,0.3339828074,0.1601760117,11.3078717420,0.8105406884,0.9758342047
1548685936656275323,0.7624664613,0.3163451842,0.1440434776,11.4956422840,0.6389294590,1.0049707135
1548685936661253323,0.7944829880,0.2856912197,0.1335842253,11.6080654110,0.4335783949,0.9671495324
1548685936666232323,0.8175816077,0.2535075642,0.1323327130,11.7228805195,0.2270285769,0.9609481659
1548685936671212323,0.8322382813,0.2198050483,0.1386738928,11.7994239252,0.0793146105,0.8872599915
1548685936676191323,0.8413318738,0.1857770708,0.1474804851,11.7599562316,-0.0324910606,0.9065834514
1548685936681169323,0.8477861856,0.1568890009,0.1632866076,11.6702569281,-0.0121724406,0.9441422898
1548685936686149323,0.8559496573,0.1366279283,0.1844404610,11.5745776711,0.0057354572,0.9020668276
1548685936691128323,0.8638815419,0.1232600927,0.2101550279,11.4657425162,0.0500643957,0.8320287165
1548685936696107323,0.8715699563,0.1124814825,0.2366751270,11.4047469898,0.1401163042,0.8996582248
1548685936701086323,0.8857960102,0.1083574968,0.2639379931,11.3772392034,0.2205957995,0.8800834635
1548685936706065323,0.9033723831,0.1054421095,0.2836531386,11.4119229341,0.3215803829,0.7588378456
1548685936711044323,0.9175243925,0.0959235637,0.2956177417,11.4956422840,0.3300949942,0.6838395178
1548685936716023323,0.9362706514,0.0798203608,0.3027145882,11.4621545440,0.2855913337,0.6643782995
1548685936721002323,0.9545180414,0.0660301514,0.3082031402,11.2935198535,0.1844423062,0.6913212620
1548685936725981323,0.9691060581,0.0562734656,0.3113043791,11.1045533208,0.0364023879,0.7584116095
1548685936730960323,0.9802544730,0.0563274126,0.3101324974,10.9155867881,-0.0912087915,0.8102568156
1548685936735939323,0.9867477424,0.0598603271,0.3017499108,10.7876157818,-0.2860397594,0.7921220615
1548685936740917323,0.9910479271,0.0691482384,0.2936505411,10.6871525619,-0.4387777891,0.7982198609
1548685936745897323,0.9909371028,0.0868055002,0.2804822882,10.5986492491,-0.5770808501,0.7467082062
1548685936750876323,0.9851842392,0.1116940978,0.2584981911,10.4862261220,-0.7130098950,0.6814543985
1548685936755855323,0.9747874469,0.1368860661,0.2301112167,10.4037027628,-0.9029783072,0.6720772859
1548685936760833323,0.9590147676,0.1715890921,0.1980053193,10.3427072364,-1.0809033857,0.6436468241
1548685936765813323,0.9378954463,0.2126101022,0.1662098988,10.1920124066,-1.1976523663,0.6047004103
1548685936770792323,0.9094800495,0.2573606508,0.1320593509,10.0628454095,-1.3083664657,0.6311078228
1548685936775771323,0.8802924584,0.3104947851,0.0930764197,9.9205225147,-1.3469952845,0.6858113086
1548685936780750323,0.8454987940,0.3737024102,0.0527924331,9.8954067097,-1.3674548567,0.6404391965
1548685936785728323,0.8136164366,0.4383596866,0.0132871614,9.8738788769,-1.3662795947,0.6700398629
1548685936790708323,0.7829428566,0.5047519541,-0.0262300930,9.8571350069,-1.2713665988,0.7265142077
1548685936795687323,0.7530012462,0.5711429907,-0.0649483472,9.8762708583,-1.1788129364,0.7180235377
1548685936800666323,0.7281836485,0.6303326400,-0.1007527111,9.8989946818,-1.0429940103,0.7610540936
1548685936805645323,0.7089745299,0.6889406353,-0.1312363575,9.8906227468,-0.8615490189,0.8560780590
1548685936810624323,0.6946462361,0.7435115990,-0.1577325596,9.9169345425,-0.5743126820,0.9318453179
1548685936815603323,0.6871112970,0.7949435394,-0.1848229230,9.9623821896,-0.2185564932,0.9920942628
1548685936820581323,0.6912219021,0.8421042049,-0.2125491817,9.9480303011,0.1479414978,1.0871523226
1548685936825561323,0.7016749216,0.8835014425,-0.2357625253,10.0365336139,0.4737082805,1.1866802590
1548685936830540323,0.7221293557,0.9174037066,-0.2512720183,10.1680925923,0.7971245393,1.2504528726
1548685936835519323,0.7506545900,0.9351625642,-0.2606647597,10.2290881187,1.0820000744,1.3386432531
1548685936840498323,0.7850276395,0.9474529333,-0.2671513315,10.2613798679,1.2863271064,1.3967657353
1548685936845477323,0.8236200533,0.9493097036,-0.2602429451,10.2577918958,1.4389373983,1.4354614536
1548685936850456323,0.8649584149,0.9459231618,-0.2412731200,10.2374600537,1.4401141285,1.5049040335
1548685936855435323,0.9078038547,0.9370259991,-0.2150633385,10.1680925923,1.4087850163,1.5433712554
1548685936860414323,0.9429436893,0.9309200388,-0.1780490052,10.0329456417,1.2992652661,1.6120626950
1548685936865393323,0.9756783716,0.9282369230,-0.1361836597,9.9456383197,1.1285180292,1.6789454015
1548685936870372323,1.0023617672,0.9324219374,-0.0897064577,9.8702909047,0.9842226664,1.7327629934
1548685936875351323,1.0236911899,0.9371780009,-0.0464043892,9.7698276848,0.8591235188,1.7540936166
1548685936880330323,1.0374557640,0.9502912717,-0.0084119659,9.7566717870,0.7052909809,1.7906536862
1548685936885309323,1.0470153311,0.9663439690,0.0159227890,9.7160081027,0.5610381974,1.8170355669
1548685936890288323,1.0535943925,0.9838911180,0.0282011131,9.6765404092,0.4179885726,1.8645022452
1548685936895267323,1.0537727302,1.0078336250,0.0257644344,9.6466406413,0.3350352202,1.9387860104
1548685936900247323,1.0516787314,1.0353063398,0.0085787393,9.6729524370,0.2148984692,1.9841778481
1548685936905225323,1.0478058655,1.0637138013,-0.0228213133,9.7195960749,0.1536695143,2.0550680492
1548685936910204323,1.0375723651,1.0944499286,-0.0632955193,9.7746116477,0.0984592898,2.0941904731
1548685936915184323,1.0256325286,1.1223103629,-0.1064372389,9.8977986911,0.0361226124,2.1206624436
1548685936920162323,1.0100777232,1.1466810206,-0.1468596949,10.0126137996,-0.0334344858,2.1730409967
1548685936925141323,0.9914162499,1.1614996373,-0.1826832512,10.1728765552,-0.0284309780,2.2013349169
1548685936930120323,0.9710769400,1.1748534437,-0.2155376764,10.3104154872,0.0174021109,2.2650971474
1548685936935099323,0.9497864540,1.1835816327,-0.2467692507,10.4431704564,0.1677764024,2.2972456874
1548685936940078323,0.9331910107,1.1813119230,-0.2664889365,10.5819053791,0.2797039384,2.3140826579
1548685936945058323,0.9154401179,1.1726522920,-0.2784076326,10.7050924226,0.3399396945,2.4155504503
1548685936950035323,0.8992049897,1.1593367256,-0.2812077857,10.9036268810,0.3990662600,2.3518693643
1548685936955015323,0.8828326180,1.1338346005,-0.2697679023,11.0196379801,0.4124272762,2.3127709273
1548685936959994323,0.8658249359,1.1016228558,-0.2443563897,11.0614976551,0.4088735934,2.3954345660
1548685936964973323,0.8508326440,1.0670446819,-0.2063423301,11.1440210143,0.4173867365,2.4564393994
1548685936969952323,0.8344244433,1.0338609192,-0.1607995894,11.1500009679,0.4137890061,2.4540142050
1548685936974932323,0.8180583536,0.9991978231,-0.1082756691,11.2301323457,0.4703668337,2.5162116282
1548685936979910323,0.8065528577,0.9636820306,-0.0541829180,11.2911278720,0.5281228597,2.5857034015
1548685936984890323,0.8027912826,0.9299411256,-0.0023074004,11.3820231662,0.6460001182,2.6043632703
1548685936989869323,0.8029099253,0.8924764261,0.0481945770,11.5183661076,0.7939754334,2.6095006045
1548685936994847323,0.8066265819,0.8530516001,0.0908806731,11.6379651789,0.9515437173,2.5398364915
1548685936999826323,0.8153917607,0.8088001848,0.1238610646,11.6905887703,1.0922061117,2.5426000126
1548685937004806323,0.8296845739,0.7646208915,0.1479331204,11.7862680273,1.1560131697,2.5518301211
1548685937009784323,0.8483045127,0.7233739468,0.1663268545,11.8400876094,1.1753062894,2.5194394258
1548685937014763323,0.8656705581,0.6818742573,0.1772144630,11.8580274701,1.1789333847,2.4465113195
1548685937019742323,0.8832658974,0.6395252976,0.1854159609,11.9584906900,1.1562245979,2.3888772575
1548685937024721323,0.9008467780,0.5983411629,0.1914688588,12.0242701793,1.0409430614,2.3024321943
1548685937029701323,0.9150352737,0.5559892088,0.1975524754,12.0158982443,0.8787045628,2.1888747420
1548685937034680323,0.9211947416,0.5199582955,0.2012853659,11.9501187550,0.8029173059,2.1663448215
1548685937039658323,0.9241640421,0.4925815183,0.2015492831,11.8915152101,0.6862813807,2.1179369394
1548685937044638323,0.9259048537,0.4692429003,0.2004784350,11.8448715723,0.6141226875,2.0505978211
1548685937049617323,0.9239868116,0.4525266210,0.1980921395,11.8125798230,0.6224948783,2.0721372674
1548685937054595323,0.9210854452,0.4407100581,0.1951736769,11.8077958602,0.5383706686,2.0651902340
1548685937059575323,0.9142643818,0.4363956884,0.1879881261,11.8233437394,0.4674900149,1.9336988020
1548685937064554323,0.9040575982,0.4291808261,0.1813715506,11.8867312472,0.4110883776,1.9445721979
1548685937069533323,0.8972785555,0.4262642315,0.1822388237,11.9357668665,0.3883164560,1.9767340216
1548685937074512323,0.8873238494,0.4293983938,0.1812499014,11.9417468200,0.3594832247,1.9614199885
1548685937079491323,0.8768938376,0.4307948779,0.1813404263,12.0517779657,0.4209045206,1.9516982636
1548685937084469323,0.8659913329,0.4269985318,0.1817076610,12.2275886005,0.4535659977,1.9082628261
1548685937089448323,0.8585167500,0.4217462364,0.1874154558,12.3136999319,0.4680919981,1.9305312930
1548685937094427323,0.8508370464,0.4130042458,0.1984973242,12.4703747153,0.5295705559,1.9553427488
1548685937099407323,0.8421840606,0.4051244075,0.2093185881,12.6509693130,0.5778598829,1.9200441978
1548685937104386323,0.8282028680,0.3905980881,0.2188495017,12.8016641429,0.6297175751,1.8441217916
1548685937109365323,0.8161964910,0.3645382063,0.2302514704,12.9176752420,0.6430785913,1.8706721825
